Project,Observation Year,Observation Month/Day,Location,Species,Fish Count,Fish Count.1, CASE  WHEN Count Type = 'Counted Live' THEN 'Counted' ELSE Count Type END,Method
George River Escapement,2005,07/26,George River,Chinook,6.0,6.0,Counted,Weir
George River Escapement,2005,07/27,George River,Chinook,22.0,22.0,Counted,Weir
George River Escapement,2005,07/28,George River,Chinook,19.0,19.0,Counted,Weir
George River Escapement,2005,07/29,George River,Chinook,15.0,15.0,Counted,Weir
George River Escapement,2005,07/30,George River,Chinook,14.0,14.0,Counted,Weir
George River Escapement,2005,07/31,George River,Chinook,6.0,6.0,Counted,Weir
George River Escapement,2005,08/01,George River,Chinook,9.0,9.0,Counted,Weir
George River Escapement,2005,08/02,George River,Chinook,7.0,7.0,Counted,Weir
George River Escapement,2005,08/03,George River,Chinook,6.0,6.0,Counted,Weir
George River Escapement,2005,08/04,George River,Chinook,7.0,7.0,Counted,Weir
George River Escapement,2005,08/05,George River,Chinook,7.0,7.0,Counted,Weir
George River Escapement,2005,08/06,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2005,08/07,George River,Chinook,5.0,5.0,Counted,Weir
George River Escapement,2005,08/08,George River,Chinook,10.0,10.0,Counted,Weir
George River Escapement,2005,08/09,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2005,08/10,George River,Chinook,7.0,7.0,Counted,Weir
George River Escapement,2005,08/11,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2005,08/12,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2005,08/13,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2005,08/14,George River,Chinook,14.0,14.0,Counted,Weir
George River Escapement,2005,08/15,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2005,08/16,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2005,08/17,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2005,08/18,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2005,08/19,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2005,08/20,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2005,08/21,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2005,08/22,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2005,08/23,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2005,08/24,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2005,08/25,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2005,08/26,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2005,08/27,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2005,08/28,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2005,08/29,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2005,08/30,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2005,08/31,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2005,09/01,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2005,09/02,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2005,09/03,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2005,09/04,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2005,09/05,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2005,09/06,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2005,09/07,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2005,09/08,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2005,09/09,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2005,09/10,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2005,09/11,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2005,09/12,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2005,09/13,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2005,09/14,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2005,09/15,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2005,09/16,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2005,09/17,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2005,09/18,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2005,09/19,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2005,09/20,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2006,06/15,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2006,06/16,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2006,06/17,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2006,06/18,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2006,06/19,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2006,06/20,George River,Chinook,6.0,6.0,Counted,Weir
George River Escapement,2006,06/21,George River,Chinook,4.0,4.0,Counted,Weir
George River Escapement,2006,06/22,George River,Chinook,8.0,8.0,Counted,Weir
George River Escapement,2006,06/23,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2006,06/24,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2006,06/25,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2006,06/26,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2006,06/27,George River,Chinook,5.0,5.0,Counted,Weir
George River Escapement,2006,06/28,George River,Chinook,41.0,41.0,Counted,Weir
George River Escapement,2006,06/29,George River,Chinook,18.0,18.0,Counted,Weir
George River Escapement,2006,06/30,George River,Chinook,191.0,191.0,Counted,Weir
George River Escapement,2006,07/01,George River,Chinook,388.0,388.0,Counted,Weir
George River Escapement,2006,07/02,George River,Chinook,64.0,64.0,Counted,Weir
George River Escapement,2006,07/03,George River,Chinook,99.0,99.0,Counted,Weir
George River Escapement,2006,07/04,George River,Chinook,589.0,589.0,Counted,Weir
George River Escapement,2006,07/05,George River,Chinook,200.0,200.0,Counted,Weir
George River Escapement,2006,07/06,George River,Chinook,220.0,220.0,Counted,Weir
George River Escapement,2006,07/07,George River,Chinook,440.0,440.0,Counted,Weir
George River Escapement,2006,07/08,George River,Chinook,59.0,59.0,Counted,Weir
George River Escapement,2006,07/09,George River,Chinook,47.0,47.0,Counted,Weir
George River Escapement,2006,07/10,George River,Chinook,155.0,155.0,Counted,Weir
George River Escapement,2006,07/11,George River,Chinook,332.0,332.0,Counted,Weir
George River Escapement,2006,07/12,George River,Chinook,166.0,166.0,Counted,Weir
George River Escapement,2006,07/13,George River,Chinook,32.0,32.0,Counted,Weir
George River Escapement,2006,07/14,George River,Chinook,6.0,6.0,Counted,Weir
George River Escapement,2006,07/15,George River,Chinook,7.0,7.0,Counted,Weir
George River Escapement,2006,07/16,George River,Chinook,207.0,207.0,Counted,Weir
George River Escapement,2006,07/17,George River,Chinook,110.0,110.0,Counted,Weir
George River Escapement,2006,07/18,George River,Chinook,173.0,173.0,Counted,Weir
George River Escapement,2006,07/19,George River,Chinook,168.0,168.0,Counted,Weir
George River Escapement,2006,07/20,George River,Chinook,150.0,150.0,Counted,Weir
George River Escapement,2006,07/21,George River,Chinook,89.0,89.0,Counted,Weir
George River Escapement,2006,07/22,George River,Chinook,37.0,37.0,Counted,Weir
George River Escapement,2006,07/23,George River,Chinook,82.0,82.0,Counted,Weir
George River Escapement,2006,07/24,George River,Chinook,19.0,19.0,Counted,Weir
George River Escapement,2006,07/25,George River,Chinook,32.0,32.0,Counted,Weir
George River Escapement,2006,07/26,George River,Chinook,18.0,18.0,Counted,Weir
George River Escapement,2006,07/27,George River,Chinook,25.0,25.0,Counted,Weir
George River Escapement,2006,07/28,George River,Chinook,19.0,19.0,Counted,Weir
George River Escapement,2006,07/29,George River,Chinook,28.0,28.0,Counted,Weir
George River Escapement,2006,07/30,George River,Chinook,11.0,11.0,Counted,Weir
George River Escapement,2006,07/31,George River,Chinook,14.0,14.0,Counted,Weir
George River Escapement,2006,08/01,George River,Chinook,17.0,17.0,Counted,Weir
George River Escapement,2006,08/02,George River,Chinook,5.0,5.0,Counted,Weir
George River Escapement,2006,08/03,George River,Chinook,13.0,13.0,Counted,Weir
George River Escapement,2006,08/04,George River,Chinook,12.0,12.0,Counted,Weir
George River Escapement,2006,08/05,George River,Chinook,6.0,6.0,Counted,Weir
George River Escapement,2006,08/06,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2006,08/07,George River,Chinook,7.0,7.0,Counted,Weir
George River Escapement,2006,08/08,George River,Chinook,4.0,4.0,Counted,Weir
George River Escapement,2006,08/09,George River,Chinook,4.0,4.0,Counted,Weir
George River Escapement,2006,08/10,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2006,08/11,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2006,08/12,George River,Chinook,5.0,5.0,Counted,Weir
George River Escapement,2006,08/13,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2006,08/14,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2006,08/15,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2006,08/16,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2006,08/17,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2006,08/18,George River,Chinook,1.0,1.0,Estimated,Weir
George River Escapement,2006,08/19,George River,Chinook,1.0,1.0,Estimated,Weir
George River Escapement,2006,08/20,George River,Chinook,1.0,1.0,Estimated,Weir
George River Escapement,2006,08/21,George River,Chinook,1.0,1.0,Estimated,Weir
George River Escapement,2006,08/22,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2006,08/23,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2006,08/24,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2006,08/25,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2006,08/26,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2006,08/27,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2006,08/28,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2006,08/29,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2006,08/30,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2006,08/31,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2006,09/01,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2006,09/02,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2006,09/03,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2006,09/04,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2006,09/05,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2006,09/06,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2006,09/07,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2006,09/08,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2006,09/09,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2006,09/10,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2006,09/11,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2006,09/12,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2006,09/13,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2006,09/14,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2006,09/15,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2006,09/16,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2006,09/17,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2006,09/18,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2006,09/19,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2006,09/20,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,06/14,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,06/15,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,06/16,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,06/17,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,06/18,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,06/19,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,06/20,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2007,06/21,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,06/22,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,06/23,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2007,06/24,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2007,06/25,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,06/26,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,06/27,George River,Chinook,10.0,10.0,Counted,Weir
George River Escapement,2007,06/28,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,06/29,George River,Chinook,36.0,36.0,Counted,Weir
George River Escapement,2007,06/30,George River,Chinook,61.0,61.0,Counted,Weir
George River Escapement,2007,07/01,George River,Chinook,13.0,13.0,Counted,Weir
George River Escapement,2007,07/02,George River,Chinook,81.0,81.0,Counted,Weir
George River Escapement,2007,07/03,George River,Chinook,79.0,79.0,Counted,Weir
George River Escapement,2007,07/04,George River,Chinook,119.0,119.0,Counted,Weir
George River Escapement,2007,07/05,George River,Chinook,93.0,93.0,Counted,Weir
George River Escapement,2007,07/06,George River,Chinook,450.0,450.0,Counted,Weir
George River Escapement,2007,07/07,George River,Chinook,464.0,464.0,Counted,Weir
George River Escapement,2007,07/08,George River,Chinook,915.0,915.0,Counted,Weir
George River Escapement,2007,07/09,George River,Chinook,445.0,445.0,Counted,Weir
George River Escapement,2007,07/10,George River,Chinook,268.0,268.0,Counted,Weir
George River Escapement,2007,07/11,George River,Chinook,183.0,183.0,Counted,Weir
George River Escapement,2007,07/12,George River,Chinook,176.0,176.0,Counted,Weir
George River Escapement,2007,07/13,George River,Chinook,90.0,90.0,Counted,Weir
George River Escapement,2007,07/14,George River,Chinook,177.0,177.0,Estimated,Weir
George River Escapement,2007,07/15,George River,Chinook,157.0,157.0,Estimated,Weir
George River Escapement,2007,07/16,George River,Chinook,144.0,144.0,Estimated,Weir
George River Escapement,2007,07/17,George River,Chinook,128.0,128.0,Estimated,Weir
George River Escapement,2007,07/18,George River,Chinook,114.0,114.0,Estimated,Weir
George River Escapement,2007,07/19,George River,Chinook,102.0,102.0,Estimated,Weir
George River Escapement,2007,07/20,George River,Chinook,93.0,93.0,Estimated,Weir
George River Escapement,2007,07/21,George River,Chinook,79.0,79.0,Estimated,Weir
George River Escapement,2007,07/22,George River,Chinook,27.0,27.0,Counted,Weir
George River Escapement,2007,07/23,George River,Chinook,152.0,152.0,Counted,Weir
George River Escapement,2007,07/24,George River,Chinook,56.0,56.0,Counted,Weir
George River Escapement,2007,07/25,George River,Chinook,51.0,51.0,Counted,Weir
George River Escapement,2007,07/26,George River,Chinook,22.0,22.0,Counted,Weir
George River Escapement,2007,07/27,George River,Chinook,14.0,14.0,Counted,Weir
George River Escapement,2007,07/28,George River,Chinook,21.0,21.0,Counted,Weir
George River Escapement,2007,07/29,George River,Chinook,11.0,11.0,Counted,Weir
George River Escapement,2007,07/30,George River,Chinook,6.0,6.0,Counted,Weir
George River Escapement,2007,07/31,George River,Chinook,4.0,4.0,Counted,Weir
George River Escapement,2007,08/01,George River,Chinook,6.0,6.0,Counted,Weir
George River Escapement,2007,08/02,George River,Chinook,13.0,13.0,Counted,Weir
George River Escapement,2007,08/03,George River,Chinook,11.0,11.0,Counted,Weir
George River Escapement,2007,08/04,George River,Chinook,8.0,8.0,Counted,Weir
George River Escapement,2007,08/05,George River,Chinook,25.0,25.0,Counted,Weir
George River Escapement,2007,08/06,George River,Chinook,7.0,7.0,Estimated,Weir
George River Escapement,2007,08/07,George River,Chinook,6.0,6.0,Estimated,Weir
George River Escapement,2007,08/08,George River,Chinook,5.0,5.0,Estimated,Weir
George River Escapement,2007,08/09,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,08/10,George River,Chinook,11.0,11.0,Counted,Weir
George River Escapement,2007,08/11,George River,Chinook,7.0,7.0,Counted,Weir
George River Escapement,2007,08/12,George River,Chinook,6.0,6.0,Counted,Weir
George River Escapement,2007,08/13,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,08/14,George River,Chinook,7.0,7.0,Counted,Weir
George River Escapement,2007,08/15,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2007,08/16,George River,Chinook,6.0,6.0,Counted,Weir
George River Escapement,2007,08/17,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2007,08/18,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2007,08/19,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2007,08/20,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,08/21,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2007,08/22,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2007,08/23,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2007,08/24,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,08/25,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,08/26,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,08/27,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,08/28,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,08/29,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,08/30,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,08/31,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,09/01,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,09/02,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,09/03,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,09/04,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,09/05,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,09/06,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,09/07,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,09/08,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,09/09,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,09/10,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,09/11,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,09/12,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,09/13,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,09/14,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,09/15,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,09/16,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,09/17,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2007,09/18,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2007,09/19,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2007,09/20,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2008,06/15,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2008,06/16,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2008,06/17,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2008,06/18,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2008,06/19,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2008,06/20,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2008,06/21,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2008,06/22,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2008,06/23,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2008,06/24,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2008,06/25,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2008,06/26,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2008,06/27,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2008,06/28,George River,Chinook,18.0,18.0,Estimated,Weir
George River Escapement,2008,06/29,George River,Chinook,30.0,30.0,Estimated,Weir
George River Escapement,2008,06/30,George River,Chinook,43.0,43.0,Estimated,Weir
George River Escapement,2008,07/01,George River,Chinook,61.0,61.0,Estimated,Weir
George River Escapement,2008,07/02,George River,Chinook,76.0,76.0,Estimated,Weir
George River Escapement,2008,07/03,George River,Chinook,94.0,94.0,Estimated,Weir
George River Escapement,2008,07/04,George River,Chinook,102.0,102.0,Estimated,Weir
George River Escapement,2008,07/05,George River,Chinook,125.0,125.0,Estimated,Weir
George River Escapement,2008,07/06,George River,Chinook,141.0,141.0,Estimated,Weir
George River Escapement,2008,07/07,George River,Chinook,150.0,150.0,Estimated,Weir
George River Escapement,2008,07/08,George River,Chinook,50.0,50.0,Counted,Weir
George River Escapement,2008,07/09,George River,Chinook,8.0,8.0,Counted,Weir
George River Escapement,2008,07/10,George River,Chinook,13.0,13.0,Counted,Weir
George River Escapement,2008,07/11,George River,Chinook,10.0,10.0,Counted,Weir
George River Escapement,2008,07/12,George River,Chinook,41.0,41.0,Counted,Weir
George River Escapement,2008,07/13,George River,Chinook,231.0,231.0,Counted,Weir
George River Escapement,2008,07/14,George River,Chinook,157.0,157.0,Counted,Weir
George River Escapement,2008,07/15,George River,Chinook,247.0,247.0,Counted,Weir
George River Escapement,2008,07/16,George River,Chinook,122.0,122.0,Counted,Weir
George River Escapement,2008,07/17,George River,Chinook,267.0,267.0,Counted,Weir
George River Escapement,2008,07/18,George River,Chinook,34.0,34.0,Counted,Weir
George River Escapement,2008,07/19,George River,Chinook,134.0,134.0,Counted,Weir
George River Escapement,2008,07/20,George River,Chinook,175.0,175.0,Estimated,Weir
George River Escapement,2008,07/21,George River,Chinook,424.0,424.0,Estimated,Weir
George River Escapement,2008,07/22,George River,Chinook,72.0,72.0,Counted,Weir
George River Escapement,2008,07/23,George River,Chinook,106.0,106.0,Counted,Weir
George River Escapement,2008,07/24,George River,Chinook,37.0,37.0,Counted,Weir
George River Escapement,2008,07/25,George River,Chinook,87.0,87.0,Counted,Weir
George River Escapement,2008,07/26,George River,Chinook,70.0,70.0,Counted,Weir
George River Escapement,2008,07/27,George River,Chinook,56.0,56.0,Counted,Weir
George River Escapement,2008,07/28,George River,Chinook,20.0,20.0,Counted,Weir
George River Escapement,2008,07/29,George River,Chinook,14.0,14.0,Counted,Weir
George River Escapement,2008,07/30,George River,Chinook,13.0,13.0,Counted,Weir
George River Escapement,2008,07/31,George River,Chinook,18.0,18.0,Counted,Weir
George River Escapement,2008,08/01,George River,Chinook,35.0,35.0,Counted,Weir
George River Escapement,2008,08/02,George River,Chinook,14.0,14.0,Counted,Weir
George River Escapement,2008,08/03,George River,Chinook,7.0,7.0,Counted,Weir
George River Escapement,2008,08/04,George River,Chinook,14.0,14.0,Counted,Weir
George River Escapement,2008,08/05,George River,Chinook,15.0,15.0,Counted,Weir
George River Escapement,2008,08/06,George River,Chinook,7.0,7.0,Counted,Weir
George River Escapement,2008,08/07,George River,Chinook,4.0,4.0,Counted,Weir
George River Escapement,2008,08/08,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2008,08/09,George River,Chinook,7.0,7.0,Counted,Weir
George River Escapement,2008,08/10,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2008,08/11,George River,Chinook,5.0,5.0,Counted,Weir
George River Escapement,2008,08/12,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2008,08/13,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2008,08/14,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2008,08/15,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2008,08/16,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2008,08/17,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2008,08/18,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2008,08/19,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2008,08/20,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2008,08/21,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2008,08/22,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2008,08/23,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2008,08/24,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2008,08/25,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2008,08/26,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2008,08/27,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2008,08/28,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2008,08/29,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2008,08/30,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2008,08/31,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2008,09/01,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2008,09/02,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2008,09/03,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2008,09/04,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2008,09/05,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2008,09/06,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2008,09/07,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2008,09/08,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2008,09/09,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2008,09/10,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2008,09/11,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2008,09/12,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2008,09/13,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2008,09/14,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2008,09/15,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2008,09/16,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2008,09/17,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2008,09/18,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2008,09/19,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2008,09/20,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2008,09/21,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2008,09/22,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,06/15,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2009,06/16,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2009,06/17,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2009,06/18,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,06/19,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2009,06/20,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2009,06/21,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2009,06/22,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,06/23,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,06/24,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2009,06/25,George River,Chinook,1.0,1.0,Counted,Weir
